id,text,label,permalink
48618170,Are You a Workaholic? I know I am. I need to chill. Sloth bad but the opposite too.,ask_hn,https://news.ycombinator.com/item?id=48618170
48596135,Build yor form back end infrastrture under 30sec Build yor form backend infrastrture under 30sec formdb.io,ask_hn,https://news.ycombinator.com/item?id=48596135
48592447,I built a multiplayer dominoes game,show_hn,https://news.ycombinator.com/item?id=48592447
48619207,Performance Improvements in Libffi,story,https://news.ycombinator.com/item?id=48619207
48619398,Remote Exec Server using only Python stdlib,show_hn,https://news.ycombinator.com/item?id=48619398
48619311,"What's your go-to queue system? Hello, I am building a new product and need to have a robust queue system but I'm not sure what product to choose. I've worked in Amazon before and usually AWS tools are the default go-to but in my own time for small project I've used things like: https://github.com/hibiken/asynq for basic tasks. My concern with the above is that it's still in ""early"" development; from their README: ``` Status: The library relatively stable and is currently undergoing moderate development with less frequent breaking API changes. Important Note: Current major version is zero (v0.",ask_hn,https://news.ycombinator.com/item?id=48619311
48617710,The stuff nobody tells you about startup marketing,story,https://news.ycombinator.com/item?id=48617710
48573190,"Successful entrepreneurs and indie hackers, enlighten me Successful entrepreneurs and indie hackers, I'm curious about where your best idea(s) came and what your own path looks like. - I just turned 18 and finished school and I'm about to get into a university for engineering in Greece. - I have some pressure for inside to build wealth despite not needing it to survive. - I have many interests including programming, spearfishing, financial markets, computing, building in general (software and/or hardware). I have a large list of pain points, ideas, things missing from the world (~500 items) wi",ask_hn,https://news.ycombinator.com/item?id=48573190
48585391,"How do you decide what goes in a changelog vs. internal notes? Do you have a rule of thumb for this? Does anyone on your team own this decision, or does it fall to whoever writes the release?",ask_hn,https://news.ycombinator.com/item?id=48585391
48616674,Governing AI-agent actions via a network intent layer (NILScript),story,https://news.ycombinator.com/item?id=48616674
48592531,"How are you managing MCP servers across a team? I'm the CTO of a small NGO (10 people, 3 devs). Each person has an account with one of the leading AI companies. I'm looking for an easy, reliable and cheap way to allow them to connect to external MCP servers without having the hassle of setting everything up. What I want is a simple MCP server that I can show them how to connect, which aggregates access to multiple MCP servers I configure (Slack, Google Drive, Asana, and others). Kind of an ""MCP Gateway"". I tried: * Pipedream.com: Great to aggregate multiple MCP servers in one, but doesn't seem",ask_hn,https://news.ycombinator.com/item?id=48592531
48553222,"Do you tend to follow the rules that suppliers made? Recently, I surfed the internet and found some strange codes in here(https://docs.antora.org/antora/latest/install-and-run-quickstart/#install-antora). ```sh node -e ""fs.writeFileSync('package.json', '{}')"" && npm i -D -E antora ``` It was weird to me. NPM introduce `npm init`(https://docs.npmjs.com/creating-a-package-json-file), not `node -e` things. So I committed(https://gitlab.com/antora/antora/-/merge_requests/1136) and wait for responses. But the maintainer rejected my commit and said: > I'm aware of npm init and we don't recommend it",ask_hn,https://news.ycombinator.com/item?id=48553222
48617323,CTOs Agree: Cognitive Debt Is the New Technical Debt,story,https://news.ycombinator.com/item?id=48617323
48608715,"Acton – A Better Term for the Observer in Quantum Mechanics The standard term ""observer particle"" feels passive, misleading, and incomplete. I propose ACTON as a replacement — an active, irreversible physical interaction that permanently stamps non-fungible reality onto the universe. I arrived at this word because I was looking for the point where particles stop being fungible. Protons, neutrons, and electrons are all fungible and essentially recyclable in the universe. An Acton is the moment when these interchangeable particles become part of a unique, localized history. Example: A brand-new",ask_hn,https://news.ycombinator.com/item?id=48608715
48555543,"Why aren't hardware passkeys used for access token creation? So I was thinking, with all these sophisticated attacks on package managers, that I should use a yubikey more. One problem I wanted to solve for myself, is that each morning, open my fine grained access token tab on github, regenerate the key for the gh cli with 1 day expiry. Paste this into my small cli wrapper, and now even if someone gained access to my filesystem, my private key is on the hardware key, my gh cli token will expire shortly. It got me thinking, why isnt there CLI level fido2 support for common AI services and github",ask_hn,https://news.ycombinator.com/item?id=48555543
48619314,"Gsocket Alternative, Hgsocket",story,https://news.ycombinator.com/item?id=48619314
48617605,We Do Not Build for Humans,story,https://news.ycombinator.com/item?id=48617605
48608736,AlphaVibe – AI that reads your DeFi wallet live via DeBank,show_hn,https://news.ycombinator.com/item?id=48608736
48601472,NanoEuler – GPT-2 scale model in pure C/CUDA from scratch,show_hn,https://news.ycombinator.com/item?id=48601472
48609231,"We post-trained a model that pen tests instead of refusing Anthropic and OpenAI's publicly available models are explicitly guard-railed so that they refuse offensive tasks. And their cyber-focussed models are gated for enterprises. This leaves SMEs and mid market open to major vulnerabilities. AI can be used as both an adversarial and defensive tool in the world of cyber. A worst case outcome is if only the adversaries have access. Meanwhile, most existing AI cyber tools are just wrappers. The problem is that they still have all the guardrails on from the foundation model where they will inher",show_hn,https://news.ycombinator.com/item?id=48609231
48593225,AA-Briefcase: a frontier knowledge work evaluation,show_hn,https://news.ycombinator.com/item?id=48593225
48618377,Solvespace Web Version,story,https://news.ycombinator.com/item?id=48618377
48618933,Seems almost every possibly interesting title here is a NAG screen? Need to ban them ...,ask_hn,https://news.ycombinator.com/item?id=48618933
48607644,I'm building a free TradingView alternative,show_hn,https://news.ycombinator.com/item?id=48607644
48619085,Kansas City's push for facial recognition on public buses sparks privacy debate,story,https://news.ycombinator.com/item?id=48619085
48618885,Android developer verification: Building a safer ecosystem together,story,https://news.ycombinator.com/item?id=48618885
48559933,"What's your multi-agent orchestration setup, and success rate with it? Has anyone tried setting up agent profiles like Architect, Principal Engineer, QA, Tester, PM, etc?",ask_hn,https://news.ycombinator.com/item?id=48559933
48548780,As a potential bug bounty hunter need an advice from bounty hunting veterans so my question is what kind of right bounty is suitable for me? as a beginner like what kind of vulnerability I should chose and what my first bounty should be thank you im researching at this.,ask_hn,https://news.ycombinator.com/item?id=48548780
48615909,He made your free video player run smoothly. Now he's doing that for robots,story,https://news.ycombinator.com/item?id=48615909
48607047,"Self-hostable academic paper manager (linxiv) Hi all, I wanna show off and ask for feedback on my project linXiv, this started as auto-tagging knowledge graph mini-project, is now a ""full-stack"" research tool for storing and managing academic papers, locally, It fetches papers by arXiv ID or search, stores everything in sqllite. I just finished my Master's and while waiting to hear back from jobs and PhD programs I wanted to build something of my own for once. Because I usually try to find the newest version of a paper on arXiv first, I chose to make linXiv treat arXiv as the primary source to",show_hn,https://news.ycombinator.com/item?id=48607047
48618275,How do you trick your brain into avoiding impulse purchases?,story,https://news.ycombinator.com/item?id=48618275
48601945,Pragmatiq – open-source framework for foundational models in banking,show_hn,https://news.ycombinator.com/item?id=48601945
48619159,Crawling BitTorrent DHTs for Fun and Profit [pdf],story,https://news.ycombinator.com/item?id=48619159
48592083,Are companies still hiring data scientists?,ask_hn,https://news.ycombinator.com/item?id=48592083
48617397,MCP server that lets Claude click menus on your Mac and fix its own mistakes,story,https://news.ycombinator.com/item?id=48617397
48590400,Browser calls with live translation in the speaker's cloned voice,show_hn,https://news.ycombinator.com/item?id=48590400
48594020,Mrs-Hybride-PQC – Hybrid Kyber1024 KEM 5-6x Faster Than HKDF-SHA256,show_hn,https://news.ycombinator.com/item?id=48594020
48618411,Why do sports stadiums have different names for the World Cup? Here's the reason,story,https://news.ycombinator.com/item?id=48618411
48618371,Developer ends Fornjot (CAD kernel) development,story,https://news.ycombinator.com/item?id=48618371
48537424,Should AI be used at all as a total beginner? I aspire to be a game developer or hardware engineer. Life has been rocky because of my undiagnosed ADHD (currently in the process of getting a treatment for it) and trying to get my highschool diploma but now I wish to start my journey into making games or tinkering with hardware. A problem keeps nagging at the back of my mind though.. Should AI be used at the beginning stages of learning programming? I try to remain neutral in most cases when I don't know something concretely but the more I venture into this landscape of AI & try to understand it,ask_hn,https://news.ycombinator.com/item?id=48537424
48602312,Kivvy – Divvy/Magnet-style window snapping for KDE Plasma,show_hn,https://news.ycombinator.com/item?id=48602312
48616819,I built a real-time trading platform with an AI; then the clock started lying,story,https://news.ycombinator.com/item?id=48616819
48617776,"There are only two file formats, txt and zip (explainer)",story,https://news.ycombinator.com/item?id=48617776
48606186,AgentArk – open-source self-hosted AI agent OS,show_hn,https://news.ycombinator.com/item?id=48606186
48553916,"What have you used natural language identification tools for? I am curious about real world use cases for natural language identification. If you have used language ID tools before, what was your use case? I would like to hearing about: - How much text/data you were dealing with - What tools or libraries you used - Whether the result was good enough in production or only for preprocessing - If the performance, speed, of the tool was a problem - Any common problems you ran into",ask_hn,https://news.ycombinator.com/item?id=48553916
48609624,Publish ChatGPT/Claude HTML output to a shareable link in one click,show_hn,https://news.ycombinator.com/item?id=48609624
48604403,Ratchet – let an AI agent reflash your BIOS over a CH341A (MCP server),show_hn,https://news.ycombinator.com/item?id=48604403
48608657,Lelu – authorization engine that catches manipulated AI agents,show_hn,https://news.ycombinator.com/item?id=48608657
48609955,Why SF? Why not India? UK? Or anywhere else?,ask_hn,https://news.ycombinator.com/item?id=48609955
48600117,Hypothesis is all you need AI generates code. Humans generate hypotheses. Hypothesis is all you need. Everything else can be automated.,ask_hn,https://news.ycombinator.com/item?id=48600117
48607196,An online crate digging tool to discover music you can buy and stream,show_hn,https://news.ycombinator.com/item?id=48607196
48617941,Retrocomputing with Clash – Haskell for FPGA Hardware Design,story,https://news.ycombinator.com/item?id=48617941
48550327,"Is CPU design hitting a (soft) speed limit? I'm not in the hardware industry, and am curious what the future might hold. We've been stuck in the 3-5 Ghz range for a long time. I think we're scaling by adding cache, cores, and specialized instructions. Due to observations like Amdahl's Law, PC hobbyists aren't seeing great returns on new machines. We've had 8+ logical cores for a long time now. The physical size of gates in the CPU is getting very difficult and costly for companies to shrink further. We are approaching a scale where more quantum effects are at play, and there is actually a ""min",ask_hn,https://news.ycombinator.com/item?id=48550327
48595300,"Is anyone else leaving AUR? I'm spending a lot of my time removing AUR packages for alternatives in the official Archlinux repositories. I've shifted from Dropbox to RClone, from acpilight to brightnessctl, from spotify to spotify-launcher and so on. Has anyone else having the same trust problem? Also, how do you stay updated with the situation? I work in a corporate environment and malware is a no-go.",ask_hn,https://news.ycombinator.com/item?id=48595300
48589336,1pager: Fixing the AI verbosity problem,show_hn,https://news.ycombinator.com/item?id=48589336
48542100,"Has anyone replaced Claude/GPT with a local model for daily coding? Has anyone here fully swapped Claude/GPT for a local model as their main coding tool, not just for side experiments? If so, please share your setup and performance (e.g tok/s)",ask_hn,https://news.ycombinator.com/item?id=48542100
48572080,"Does it make sense to buy Mac Studio and run local models? Considering it has again been proved with Fable that building your own business success dependent on other people's platforms is very risky, would you consider building your own stack? Perhaps not for coding, but for research and other tasks? If so, what combination of models could be the sweet spot?",ask_hn,https://news.ycombinator.com/item?id=48572080
48547749,Why did you open source your project?,ask_hn,https://news.ycombinator.com/item?id=48547749
48567486,DShow HN: AI Bible reader with multiple denominational views on contested topics,ask_hn,https://news.ycombinator.com/item?id=48567486
48618530,Backtest Is Lying to You,story,https://news.ycombinator.com/item?id=48618530
48618677,Secure Boot certificate changes in 2026: Guidance for RHEL environments,story,https://news.ycombinator.com/item?id=48618677
48618773,I made a social accountability app to make me ship,show_hn,https://news.ycombinator.com/item?id=48618773
48600558,"No-install, end-to-end encrypted HTML artifact sharing for agents Just built this, found it useful to share things like html plans. No install required, just ask your agent to ""share the doc using curl -s askhuman.app"" and it will receive the instructions. You'll get back a link with a key in the url fragment (server never sees this).",show_hn,https://news.ycombinator.com/item?id=48600558
48594782,Sakha – An AI employee – onboarding tool for businesses,show_hn,https://news.ycombinator.com/item?id=48594782
48571088,"Clone any fashion video with AI Mohit here, cofounder of Clone. We help fashion brands clone any viral reel/tiktok 1:1, with their products, and an AI model. Here's a quick demo of the results: https://www.youtube.com/shorts/91vXGTqe6Os?feature=share Why we built this? Current methods to create AI first videos are messy. They do help you create an AI video, but the video isn't engaging. Main reasons being: 1. Making it via text to video has its own set of randomness. 2. If you're making it by animating keyframes, it gets super painful to create those keyframes for every segment, and then anima",ask_hn,https://news.ycombinator.com/item?id=48571088
48618690,Taste turns your Git history into enforceable coding judgment,story,https://news.ycombinator.com/item?id=48618690
48602531,Jumpjet – a WASM runtime for game developers I built Jumpjet because I realized that engine and indie game developers are always repeating the same work: building the core infrastructure that touches the OS. Webassembly solves this in the Component Model by enabling interop between packages written in different languages. And in my opinion it's sort of the perfect fit for Jumpjet's model: providing a chassis without an engine. Jumpjet works by defining a very close mapping of WebGPU (and a few other WebIDL features) to WIT so that they can be used in any language that can target the wasm Compo,show_hn,https://news.ycombinator.com/item?id=48602531
48604232,Will programmers write more efficient code during the memory shortage? Maybe there will even be more interest in the invention and use of more advanced algorithms and data structures that use less memory?,ask_hn,https://news.ycombinator.com/item?id=48604232
48618842,Production Is a Compiler Input,story,https://news.ycombinator.com/item?id=48618842
48617387,Softmax-free ~354M: tile-skip kernels for long-context VRAM savings (sparse),story,https://news.ycombinator.com/item?id=48617387
48615890,"The Lost Story of Alan Turing's ""Delilah"" Project (2025)",story,https://news.ycombinator.com/item?id=48615890
48615993,SUV buyers undeterred by warnings of risk to pedestrians,story,https://news.ycombinator.com/item?id=48615993
48616017,The 100k Whys of AI,story,https://news.ycombinator.com/item?id=48616017
48568662,"Need a Co-Founder I need a co-founder, Im making a controversial startup that most probably will boom. I need someone how knows how to code or anyone willing to show support!",ask_hn,https://news.ycombinator.com/item?id=48568662
48594310,Iamspeed.dev – Fast.com Style but for LLMs,show_hn,https://news.ycombinator.com/item?id=48594310
48617983,Shall We? – A pre-engineering sanity check for AI-era feature bloat,story,https://news.ycombinator.com/item?id=48617983
48612758,"Do you use Claude Code, Codex, or something else? Do you use Claude Code, Codex, or a different vibe coding/agentic engineering tool for most of your work? Why?",ask_hn,https://news.ycombinator.com/item?id=48612758
48600226,Leadmux – A Lead Generation Platform I built this internally for myself to start a leadgen company but saw that it might be useful to others. It's not just a form / form builder. There is: - built in analytics - email / phone validation - integrations to send leads somewhere - fast load times - complex routing options Would love to hear your feedback.,show_hn,https://news.ycombinator.com/item?id=48600226
48546618,"Anthropic pauses credit change for Claude Code Quoting from an email they sent: Hi Fabian, In May, we sent you an email announcing that starting today, the Claude Agent SDK, claude -p, and third-party apps built on the Agent SDK would stop drawing from subscription rate limits and move to a dedicated monthly credit. We're writing to let you know that we’re not making this change today. We’re working to update the plan to better support how users build with Claude subscriptions. What this means for you Nothing changes for now. Agent SDK, claude -p, and third-party app usage continues to work wi",ask_hn,https://news.ycombinator.com/item?id=48546618
48607760,"Microcosm – a substrate AI coding agents read to orient before acting I'm Will, 22, an econ undergrad in the UK. I built this solo in 10 months and I genuinely don't know how to get it in front of people, so I'm going to be honest about what it is and just ask. Microcosm turns a codebase into a substrate an AI coding agent reads to orient itself before it acts, instead of grepping around blind. It also keeps a verifiable record of what the agent actually did, not what it claims it did. The part I care about isn't the feature list, it's the discipline underneath: ground claims in evidence, cali",show_hn,https://news.ycombinator.com/item?id=48607760
48619394,"Fossil Fuels Are 40% of Freight Shipping Tonnage, but Half Its Fuel Use",story,https://news.ycombinator.com/item?id=48619394
48617702,"My package manager have broken and I need help Hello, my OS is OpenSEUS Tumbleweed (be cause it is best OS I have ever never seen) My package manager have broken, and only way to download things is curl And I need links for tools I need it (Don't give me python links) Cheers for understanding For sure I am Aarch64",ask_hn,https://news.ycombinator.com/item?id=48617702
48616639,Indian Households Now Hold Four Times More Gold Than U.S. Official Reserves,story,https://news.ycombinator.com/item?id=48616639
48593007,"How much do you trust LLMs with your health questions? As software engineers, we've definitely seen the best use case for LLMs so far. Coding agents have shown us what these models can do in an area we can actually verify. But lately I've found myself comparing my doctor's notes against LLM answers more and more. Curious how others are using LLMs, and relying on them, for non-engineering stuff.",ask_hn,https://news.ycombinator.com/item?id=48593007
48587808,"What tools are you using for AI-assisted code review? My team (around 40 people who write code) is evaluating tools for AI-assisted code review. The market appears to be rife with options, so before starting a series of free trials, I’d like to ask a knowledgeable crowd. What tools or services are you using? Do you use them just for code review, or for other purposes as well, such as incident response or branch management? Why did you choose them, and what do you like or dislike about them?",ask_hn,https://news.ycombinator.com/item?id=48587808
48595558,"Every independent nation should work on three things first: Building their own AI models second: building the infrastructure data centres, talent pipelines third: chips and third is most important and first and second are most equal ones. Because noone in this world will ever help you out, anthropic denied to be part of war once but when the govt. who allowed you to stay their will ask next time they can't deny and that's what happened with Fable 5, every country should make their own peter thiel and Elon musk else you'll be a silent slave of big tech giants and mainly the companies they're ba",ask_hn,https://news.ycombinator.com/item?id=48595558
48618610,Erasing Existentials,story,https://news.ycombinator.com/item?id=48618610
48550002,"Safety Ideas, and a Testable Path Hello. You don't know me. I know of some of your stories from across the varied aspects of technology, and have followed or many years. I am not a developer. I am not from a computer science background. And I'm not from Silicon Valley. I used to respect Silicon Valley quite a bit. And I've proved about the technology our world is currently suffering at the hands of. Since before, most of the people that had a hand in building it were even alive. Like... Come from a very different background from all of you. I worked in emergency medicine for 17 years of my lif",ask_hn,https://news.ycombinator.com/item?id=48550002
48598823,Can you draw a 3 wheeled bicycle?,show_hn,https://news.ycombinator.com/item?id=48598823
48592529,"PinLeads PinLeads is a lead generation platform for finding business contacts and building prospect lists. Search for businesses, collect contact information, filter results, export leads to CSV, or send them directly into your existing CRM and automation workflows. Website: https://pinleads.org",show_hn,https://news.ycombinator.com/item?id=48592529
48609457,"How to become an AI infrastructure engineer? Hi, I currently work on a GenAI platform for one of the largest local industrial companies. My daily work mostly involves building inference infrastructure on top of a 48x H200 GPU, Kubernetes and vLLM. Hence, I'd say it's 80% SRE and 20% software engineering when it comes to building request routing and internal control planes. Although I have a background in backend engineering rather than ML research or low-level GPU programming, I am trying to understand what I need to learn to become a proper SWE, not just someone who knows how to deploy and se",ask_hn,https://news.ycombinator.com/item?id=48609457
48619048,Prompt Caching: Just do it,story,https://news.ycombinator.com/item?id=48619048
48609379,PatinaTab – Dark mode widget dashboard extension for Chrome/Firefox,show_hn,https://news.ycombinator.com/item?id=48609379
48543969,"How are you enabling your employees to do AI dev in the cloud? Sure, us engineers can Claude Code up a storm locally on our laptops these days. But now with everyone trying to vibe code everything, there's quite a few people that don't have a ""proper"" local dev environment to do that same kind of development. Let's just take running a test suite. Our devs need a pretty beefy environment to run that. So ideally, these environments are just in the cloud. But Claude Code web, is so ""environment lite"" that it really isn't a substitute. Or are you all having Claude Code web install a bunch of depen",ask_hn,https://news.ycombinator.com/item?id=48543969
48600238,OpenTunnel – Run Remote Commands as Local Agent Tool Calls,show_hn,https://news.ycombinator.com/item?id=48600238
48589516,Myco Brain – source-traceable memory for AI agents on your own Postgres,show_hn,https://news.ycombinator.com/item?id=48589516
48608578,"Advent of recorded music is much like a BEC I observe that the advent of recorded music resembles a Bose-Einstein Condensate. Before recorded music, live performance operated like a fluid, high entropy gas phase. Every performance was a localized, unrepeatable wave function–fundamentally moving and unique each performance. The advent of recording technology acted as a quantum cooling mechanism. It trapped the sound waves into a fixed state, collapsing in infinite fluid variations into a single, frozen, identical format of data. When millions of people across the globe listen to the exact same",ask_hn,https://news.ycombinator.com/item?id=48608578
48535760,Lsp85 – an lsp for the Intel 8085 assembly An lsp written for the intel 8085 microprocessor assembly written in rust. https://github.com/shri-acha/lsp85,ask_hn,https://news.ycombinator.com/item?id=48535760
48616265,The Wonderful Walkabouts of Harmen Hoek,story,https://news.ycombinator.com/item?id=48616265
48615814,Student Cheating Is Becoming Impossible to Detect in an A.I. Era,story,https://news.ycombinator.com/item?id=48615814
48618855,An Autism Challenge,story,https://news.ycombinator.com/item?id=48618855
48599576,Captorify – A Better Chrome Screenshot Extension,show_hn,https://news.ycombinator.com/item?id=48599576
48601019,How do you get feedback for beta apps Long story short - building an app in iOS and so far been sharing with friends family and LinkedIn circle to get feedback but often feel like since they know me the reviews are mostly stellar and positive . So where do we get critical feedback. This is going to be a free app so obviously looking for free feedback Is show HN the place? I thought that was for apps in prod!,ask_hn,https://news.ycombinator.com/item?id=48601019
48618111,An AI video prompt cookbook for image-to-video workflows,show_hn,https://news.ycombinator.com/item?id=48618111
48618172,"Chainstack Self-Hosted, hosting your own blockchain nodes made simple Hi HN, Alexey from Chainstack here. We built Chainstack Self-Hosted to package everything we’ve learned from 8+ years of running blockchain nodes into a single control panel. The goal we’re building this product around is to make blockchain infrastructure boring to operate. The software is free to install. You only pay for the infrastructure you run it on. The quickest way to get hands-on with it is through the Vultr Marketplace or one of the other providers listed in the docs. The current release supports Ethereum Mainnet,",show_hn,https://news.ycombinator.com/item?id=48618172
48617879,The Vagabundler Project,story,https://news.ycombinator.com/item?id=48617879
48607172,StayUp – keep a Mac awake (lid closed) while AI agents are working,show_hn,https://news.ycombinator.com/item?id=48607172
