id,text,label,permalink,label_id
48605650,"Schemic – your database schema, in the Zod API you know I want you to give a look to a tool I have been working on for a while, Schemic. It's a tool that lets you author your database schema in Typescript, you forget about the DDL and just think on your database's native lingo. I'd say the strongest points of the project is that it's a SUPERSET of the popular validation library Zod ( https://zod.dev ), which I'd say shines in representing typescript's type system in code. Schemic wraps it with database-specific flavour (opt-in, for precision) so you can do `s.string()` (zod drop-in, will work",show_hn,https://news.ycombinator.com/item?id=48605650,1
48569970,What is your worst lesson learned from using AI?,ask_hn,https://news.ycombinator.com/item?id=48569970,0
48591866,"I built a free API cost calculator after a $340 surprise invoice I was building a small LLM-powered side project and forgot to account for my system prompt tokens. 800 tokens × 2,000 requests/day × input token rate = $340 invoice I wasn't expecting. Built APICalculators to avoid doing this math in spreadsheets every time. It now covers 16 calculators: LLM APIs (GPT-4o, Claude, Gemini), vector databases (Pinecone, Qdrant, Supabase), serverless (Lambda, Cloudflare Workers), auth providers (Clerk, Auth0), payment processors (Stripe vs Paddle), and cloud VPS comparison. Everything runs in the brow",show_hn,https://news.ycombinator.com/item?id=48591866,1
48609955,Why SF? Why not India? UK? Or anywhere else?,ask_hn,https://news.ycombinator.com/item?id=48609955,0
48608657,Lelu – authorization engine that catches manipulated AI agents,show_hn,https://news.ycombinator.com/item?id=48608657,1
48616308,Bab: A hash function for content-addressable storage,story,https://news.ycombinator.com/item?id=48616308,2
48618235,He tried to make RAM Man a new currency in 2011 – how did it go?,story,https://news.ycombinator.com/item?id=48618235,2
48618501,Why the Cookbook Endures,story,https://news.ycombinator.com/item?id=48618501,2
48618323,Tokoscope – Automatic LLM token compression and cost monitoring in 2 lines,story,https://news.ycombinator.com/item?id=48618323,2
48607172,StayUp – keep a Mac awake (lid closed) while AI agents are working,show_hn,https://news.ycombinator.com/item?id=48607172,1
48617879,The Vagabundler Project,story,https://news.ycombinator.com/item?id=48617879,2
48611785,"An n8n alternative where coding agents build the workflows, not humans n8n is built for humans dragging nodes on a canvas. That breaks down at B2B scale (embedding in a product, multi-tenant scalability, etc). n8n does have an MCP server so agents can create workflows too, but it outputs raw JSON. That's fine for n8n's engine, but painful for a coding agent (or a human reviewing its output) to read, write, diff, or debug. I'm building an alternative where workflows are authored by a coding agent in [a more dev-legible format] instead of JSON blobs, and execute it at scale.",show_hn,https://news.ycombinator.com/item?id=48611785,1
48595587,"Is Google's AI Mode and AI summaries now gone for everyone in EU? It was there yesterday, I believe. VPN'ed into USA, and it comes back. I assume it's related to the recent EU decision making Google responsible for AI quote accuracy?",ask_hn,https://news.ycombinator.com/item?id=48595587,0
48616017,The 100k Whys of AI,story,https://news.ycombinator.com/item?id=48616017,2
48592879,"Hermzner – Provisioning an Hardened Hermes Agent on Hetzner VPS Hello, I've created this project to simplify the provisioning of Hermes on Hetzner VPS. The goal is adopting good security defaults to deploy Hermes Agent on Ubuntu 24 LTS + Tailscale. I've added also backups and the optional installation of Mnemosyne as light memory provider. I'm currently working on it, any feedback is appreciated",show_hn,https://news.ycombinator.com/item?id=48592879,1
48601945,Pragmatiq – open-source framework for foundational models in banking,show_hn,https://news.ycombinator.com/item?id=48601945,1
48616325,"Psychological warfare was once an afterthought, its now the primary battleground",story,https://news.ycombinator.com/item?id=48616325,2
48618536,I was wrong about the Midjourney ultra-sound scanner,story,https://news.ycombinator.com/item?id=48618536,2
48589357,What is the job market like? We've all heard about layoffs; what are people's actual lived experiences when it comes to the recent changes in the job market?,ask_hn,https://news.ycombinator.com/item?id=48589357,0
48607760,"Microcosm – a substrate AI coding agents read to orient before acting I'm Will, 22, an econ undergrad in the UK. I built this solo in 10 months and I genuinely don't know how to get it in front of people, so I'm going to be honest about what it is and just ask. Microcosm turns a codebase into a substrate an AI coding agent reads to orient itself before it acts, instead of grepping around blind. It also keeps a verifiable record of what the agent actually did, not what it claims it did. The part I care about isn't the feature list, it's the discipline underneath: ground claims in evidence, cali",show_hn,https://news.ycombinator.com/item?id=48607760,1
48619147,Daily_stock_analysis: LLM-powered multi-market stock analysis system,story,https://news.ycombinator.com/item?id=48619147,2
48618377,Solvespace Web Version,story,https://news.ycombinator.com/item?id=48618377,2
48616639,Indian Households Now Hold Four Times More Gold Than U.S. Official Reserves,story,https://news.ycombinator.com/item?id=48616639,2
48594020,Mrs-Hybride-PQC – Hybrid Kyber1024 KEM 5-6x Faster Than HKDF-SHA256,show_hn,https://news.ycombinator.com/item?id=48594020,1
48599576,Captorify – A Better Chrome Screenshot Extension,show_hn,https://news.ycombinator.com/item?id=48599576,1
48609624,Publish ChatGPT/Claude HTML output to a shareable link in one click,show_hn,https://news.ycombinator.com/item?id=48609624,1
48619311,"What's your go-to queue system? Hello, I am building a new product and need to have a robust queue system but I'm not sure what product to choose. I've worked in Amazon before and usually AWS tools are the default go-to but in my own time for small project I've used things like: https://github.com/hibiken/asynq for basic tasks. My concern with the above is that it's still in ""early"" development; from their README: ``` Status: The library relatively stable and is currently undergoing moderate development with less frequent breaking API changes. Important Note: Current major version is zero (v0.",ask_hn,https://news.ycombinator.com/item?id=48619311,0
48533067,"Is anyone growing further from capitalism? Long story short, I used to be excited about the possibility of building something and earning significant money from it. I used to think a couple people making a couple million or even up to a billion is cool in some way. Building a startup seemed like a vehicle of social mobility. 2 or 3 million dollars is about the range where I can buy a really nice house, set up a basic farm and my to-be-born kids could choose education paths based solely on their interests. That's a lot more money than I or my parents ever had, but I honestly don't want more. If",ask_hn,https://news.ycombinator.com/item?id=48533067,0
48600224,"Do you think we have got to the top of the rapid AI breakthroughs? 2024-2025, we saw lots of massive releases with tangible quality changes. To me experience, that hockey stick is no longer there for releases since the beginning of this year. Is AI hitting a bottleneck now?",ask_hn,https://news.ycombinator.com/item?id=48600224,0
48616265,The Wonderful Walkabouts of Harmen Hoek,story,https://news.ycombinator.com/item?id=48616265,2
48590971,"I built a ""living proof-of-work"" profile for builders",show_hn,https://news.ycombinator.com/item?id=48590971,1
48538114,Who do you think will win the World Championship? (Off-topic),ask_hn,https://news.ycombinator.com/item?id=48538114,0
48540508,How do you handle release notes for non-technical users?,ask_hn,https://news.ycombinator.com/item?id=48540508,0
48553222,"Do you tend to follow the rules that suppliers made? Recently, I surfed the internet and found some strange codes in here(https://docs.antora.org/antora/latest/install-and-run-quickstart/#install-antora). ```sh node -e ""fs.writeFileSync('package.json', '{}')"" && npm i -D -E antora ``` It was weird to me. NPM introduce `npm init`(https://docs.npmjs.com/creating-a-package-json-file), not `node -e` things. So I committed(https://gitlab.com/antora/antora/-/merge_requests/1136) and wait for responses. But the maintainer rejected my commit and said: > I'm aware of npm init and we don't recommend it",ask_hn,https://news.ycombinator.com/item?id=48553222,0
48574862,UK government built an AI tool to digitise historic planning records A few useful links: - https://mhclgdigital.blog.gov.uk/2025/06/12/extract-using-ai-to-unlock-historic-planning-data/ - https://github.com/digital-land/digital-land/issues/360 - https://ai.gov.uk/evaluations/extract-evaluation/,ask_hn,https://news.ycombinator.com/item?id=48574862,0
48593007,"How much do you trust LLMs with your health questions? As software engineers, we've definitely seen the best use case for LLMs so far. Coding agents have shown us what these models can do in an area we can actually verify. But lately I've found myself comparing my doctor's notes against LLM answers more and more. Curious how others are using LLMs, and relying on them, for non-engineering stuff.",ask_hn,https://news.ycombinator.com/item?id=48593007,0
48591453,"Veneerly – See your own face with veneers before you commit I've had more than six consultations with top veneer dentists in NYC, Turkey, and Mexico. All six gave me a different recommendation. Not one of them offered to show me what I'd actually look like with veneers. So I tried ChatGPT, Gemini, and Grok. They all changed my face, and none of them let me compare options to figure out which smile I'd actually want. So I built it myself. Submit a photo and get back ten veneer options in under 60 seconds. Upload as many photos as you want and see how you'd look across different settings, outfit",show_hn,https://news.ycombinator.com/item?id=48591453,1
48559648,Is there a Vim/Emacs for video editing?,ask_hn,https://news.ycombinator.com/item?id=48559648,0
48604403,Ratchet – let an AI agent reflash your BIOS over a CH341A (MCP server),show_hn,https://news.ycombinator.com/item?id=48604403,1
48619088,The New Cloud in the Stochastic CPU Era,story,https://news.ycombinator.com/item?id=48619088,2
48617702,"My package manager have broken and I need help Hello, my OS is OpenSEUS Tumbleweed (be cause it is best OS I have ever never seen) My package manager have broken, and only way to download things is curl And I need links for tools I need it (Don't give me python links) Cheers for understanding For sure I am Aarch64",ask_hn,https://news.ycombinator.com/item?id=48617702,0
48596135,Build yor form back end infrastrture under 30sec Build yor form backend infrastrture under 30sec formdb.io,ask_hn,https://news.ycombinator.com/item?id=48596135,0
48618933,Seems almost every possibly interesting title here is a NAG screen? Need to ban them ...,ask_hn,https://news.ycombinator.com/item?id=48618933,0
48594855,"Meetup.com login appears to be exceeding its reCAPTCHA Enterprise quota I was trying to log into Meetup today and got this on the login form (preventing me from logging in): ""This site is exceeding reCAPTCHA Enterprise free quota."" https://imgur.com/a/nkVUpTi Is this a common failure mode for large sites using reCAPTCHA Enterprise, or does it suggest a billing/configuration issue?",ask_hn,https://news.ycombinator.com/item?id=48594855,0
48615924,How do we prevent Bitrot?,story,https://news.ycombinator.com/item?id=48615924,2
48539681,"Are we asking the right questions? As AI advancements continue at a pace I believed to be unsustainable up until not long ago, I see folks in the tech industry falling in one of these two groups: - hypers, extremely happy to see ""reasoning"" becoming a commodity and thinking that they'll finally be able to heal their inferiority complex - detractors, trying to cope with the current situation by highlighting the limitation of AI There's many sub categories of course, but those are the main ones I notice. What I can't understand is why the discussion doesn't go deeper. We don't need AI to be that",ask_hn,https://news.ycombinator.com/item?id=48539681,0
48618170,Are You a Workaholic? I know I am. I need to chill. Sloth bad but the opposite too.,ask_hn,https://news.ycombinator.com/item?id=48618170,0
48616239,"Pyor – A desktop PR reviewer for the diffs GitHub chokes on Show HN: Pyor - A better alternative to Github for reviewing PRs since the introduction of AI, the bottleneck for shipping code shifted from producing code to reviewing it, and the PR reviewing experience on Github is lackluster, leaving a lot to be desired. my team now ships too much code and it sits in review for too long, review AI code is not easy and we need a better tool to review code, especially on large PRs. So I built Pyor, a website and a performant desktop app to review code at least 3x faster compared to Github (from expe",show_hn,https://news.ycombinator.com/item?id=48616239,1
48616286,Moving beyond fiat-based: A tensor-network model for resource-abundance,story,https://news.ycombinator.com/item?id=48616286,2
48596140,Avera – a deterministic check that proves no regression was introduced,show_hn,https://news.ycombinator.com/item?id=48596140,1
48592083,Are companies still hiring data scientists?,ask_hn,https://news.ycombinator.com/item?id=48592083,0
48618565,Apple Internals: Swift in the Kernel,story,https://news.ycombinator.com/item?id=48618565,2
48598051,Brain Frog – Can you be random enough for 11 lines of JavaScript?,show_hn,https://news.ycombinator.com/item?id=48598051,1
48613944,"What are your parameter count estimates for Opus 4.8 and GPT-5.5? I know frontier labs keep their flagship sizes top secret, but I'm curious what the current engineering consensus is.",ask_hn,https://news.ycombinator.com/item?id=48613944,0
48612432,"MiniPCs.zip (charting the pareto frontier of MiniPCs) Quick blogpost [here]( https://luke.zip/posts/pareto-pcs/ ) - the overall idea is to chart out the thousands of Mini PCs by benchmark and reveal the Pareto Front so you can get the most Compute per Dollar. Definitely a labor of love as I have a number of Mini PCs for my ""homelab"" (TrueNAS, piHole, Plex, basic stuff). It uses Gemini to extract specs from listings (since they're not often strongly categorized).",show_hn,https://news.ycombinator.com/item?id=48612432,1
48553916,"What have you used natural language identification tools for? I am curious about real world use cases for natural language identification. If you have used language ID tools before, what was your use case? I would like to hearing about: - How much text/data you were dealing with - What tools or libraries you used - Whether the result was good enough in production or only for preprocessing - If the performance, speed, of the tool was a problem - Any common problems you ran into",ask_hn,https://news.ycombinator.com/item?id=48553916,0
48591639,Clear lang – The spec is the code,show_hn,https://news.ycombinator.com/item?id=48591639,1
48617710,The stuff nobody tells you about startup marketing,story,https://news.ycombinator.com/item?id=48617710,2
48618677,Secure Boot certificate changes in 2026: Guidance for RHEL environments,story,https://news.ycombinator.com/item?id=48618677,2
48617387,Softmax-free ~354M: tile-skip kernels for long-context VRAM savings (sparse),story,https://news.ycombinator.com/item?id=48617387,2
48618411,Why do sports stadiums have different names for the World Cup? Here's the reason,story,https://news.ycombinator.com/item?id=48618411,2
48604799,"Adding congestion control and retry tokens to a reliable UDP transport I've been experimenting with USTP-Secure, a reliable UDP transport I've been building. The latest version adds: Optional congestion control Retry tokens to reduce amplification risk Optional cleartext + HMAC mode (integrity without encryption) Authenticated ACK/NACK packets One design choice I'm still thinking about is congestion control for an intentionally unordered reliable transport. Unlike TCP, USTPS doesn't enforce ordered delivery at the transport layer. Missing packets can be retransmitted selectively while newer pa",ask_hn,https://news.ycombinator.com/item?id=48604799,0
48617941,Retrocomputing with Clash – Haskell for FPGA Hardware Design,story,https://news.ycombinator.com/item?id=48617941,2
48618111,An AI video prompt cookbook for image-to-video workflows,show_hn,https://news.ycombinator.com/item?id=48618111,1
48610422,Mitos – N-way live copy-on-write fork of running Firecracker microVMs,show_hn,https://news.ycombinator.com/item?id=48610422,1
48571088,"Clone any fashion video with AI Mohit here, cofounder of Clone. We help fashion brands clone any viral reel/tiktok 1:1, with their products, and an AI model. Here's a quick demo of the results: https://www.youtube.com/shorts/91vXGTqe6Os?feature=share Why we built this? Current methods to create AI first videos are messy. They do help you create an AI video, but the video isn't engaging. Main reasons being: 1. Making it via text to video has its own set of randomness. 2. If you're making it by animating keyframes, it gets super painful to create those keyframes for every segment, and then anima",ask_hn,https://news.ycombinator.com/item?id=48571088,0
48595300,"Is anyone else leaving AUR? I'm spending a lot of my time removing AUR packages for alternatives in the official Archlinux repositories. I've shifted from Dropbox to RClone, from acpilight to brightnessctl, from spotify to spotify-launcher and so on. Has anyone else having the same trust problem? Also, how do you stay updated with the situation? I work in a corporate environment and malware is a no-go.",ask_hn,https://news.ycombinator.com/item?id=48595300,0
48591061,AutomateOrNot – decide if you should automate a test,show_hn,https://news.ycombinator.com/item?id=48591061,1
48617776,"There are only two file formats, txt and zip (explainer)",story,https://news.ycombinator.com/item?id=48617776,2
48593225,AA-Briefcase: a frontier knowledge work evaluation,show_hn,https://news.ycombinator.com/item?id=48593225,1
48554072,What do people think of Apple's Siri? I'm curious of what people really think of Siri. Most of the things I've heard are pretty negative but is it just that Apple can't build a good enough assistant or is that people just don't interacting with one (in this specific way)? Would love to hear any thoughts!,ask_hn,https://news.ycombinator.com/item?id=48554072,0
48599768,Claude Code for talking to potential customers,show_hn,https://news.ycombinator.com/item?id=48599768,1
48582803,Tools for checking traffic of website subpages I want to check the traffic and traffic sources of subdomains on various platforms. Are there any reliable tools besides Semrush and SimilarWeb?,ask_hn,https://news.ycombinator.com/item?id=48582803,0
48617605,We Do Not Build for Humans,story,https://news.ycombinator.com/item?id=48617605,2
48618379,How the social media ban could reshape how all of us use the internet,story,https://news.ycombinator.com/item?id=48618379,2
48548060,Looking for a front end dev to help me build a math website zero ai use pls,ask_hn,https://news.ycombinator.com/item?id=48548060,0
48617264,Geo-engineering to protect against solar storms,story,https://news.ycombinator.com/item?id=48617264,2
48602732,https://bill.today –> use a local folder to do your billing,show_hn,https://news.ycombinator.com/item?id=48602732,1
48603214,What is the cutting edge research in compilers and PLT? Sort of like what Rust was back in 2012.,ask_hn,https://news.ycombinator.com/item?id=48603214,0
48618885,Android developer verification: Building a safer ecosystem together,story,https://news.ycombinator.com/item?id=48618885,2
48616865,Maco – Let your agent rg a filesystem of MCP tools and run them as code,story,https://news.ycombinator.com/item?id=48616865,2
48619314,"Gsocket Alternative, Hgsocket",story,https://news.ycombinator.com/item?id=48619314,2
48572080,"Does it make sense to buy Mac Studio and run local models? Considering it has again been proved with Fable that building your own business success dependent on other people's platforms is very risky, would you consider building your own stack? Perhaps not for coding, but for research and other tasks? If so, what combination of models could be the sweet spot?",ask_hn,https://news.ycombinator.com/item?id=48572080,0
48608578,"Advent of recorded music is much like a BEC I observe that the advent of recorded music resembles a Bose-Einstein Condensate. Before recorded music, live performance operated like a fluid, high entropy gas phase. Every performance was a localized, unrepeatable wave function–fundamentally moving and unique each performance. The advent of recording technology acted as a quantum cooling mechanism. It trapped the sound waves into a fixed state, collapsing in infinite fluid variations into a single, frozen, identical format of data. When millions of people across the globe listen to the exact same",ask_hn,https://news.ycombinator.com/item?id=48608578,0
48607670,"F1l0 – Fitness Logger I build this self-hostable, PWA-ready fitness tracking app. This is less about the app itself, there are probably dozens of them out there. This is more about me being fascinated about the idea of ""personal apps"": AI enables us to just build something that perfectly fits our indivual requirements - like a tailor-made suit. None of the apps I know matched my requirements, some of them come with a subscription, some required an account. So I build F1L0. It would even work as a static HTML page with no backend services - like on GH Pages. I just needed a backend to add synch",show_hn,https://news.ycombinator.com/item?id=48607670,1
48617430,The Web Is for People,story,https://news.ycombinator.com/item?id=48617430,2
48600117,Hypothesis is all you need AI generates code. Humans generate hypotheses. Hypothesis is all you need. Everything else can be automated.,ask_hn,https://news.ycombinator.com/item?id=48600117,0
48600226,Leadmux – A Lead Generation Platform I built this internally for myself to start a leadgen company but saw that it might be useful to others. It's not just a form / form builder. There is: - built in analytics - email / phone validation - integrations to send leads somewhere - fast load times - complex routing options Would love to hear your feedback.,show_hn,https://news.ycombinator.com/item?id=48600226,1
